company,location,state,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions,role,department,employee_type,reason,company_size,source
Policybazaar,New Delhi,Delhi,Financial Services,242,0.053,2025-11-02,Post-IPO,India,800,Data Scientist,Data Science,Intern,Performance optimization,Enterprise,Synthetic Practice Data
Accenture India,Mumbai,Maharashtra,IT Services,153,0.087,2022-02-14,Private,India,0,Finance Analyst,Finance,Intern,Strategic restructuring,Large,Synthetic Practice Data
CRED,Gurugram,Haryana,FinTech,228,0.073,2021-12-02,Late Stage,India,1000,Marketing Executive,Marketing,Intern,Market conditions,Large,Synthetic Practice Data
CRED,Gurugram,haryana,FinTech,640,0.092,2024-04-19,Late Stage,India,1000,Product Manager,Product,Full-time,Economic slowdown,Medium,Synthetic Practice Data
Unacademy,New Delhi,Delhi,EdTech,66,0.015,2023-03-15,Late Stage,India,800,Product Manager,Product,Full-time,Merger and acquisition,Enterprise,Synthetic Practice Data
Ather Energy,Bengaluru,Karnataka,Automotive,396,0.198,2026-04-28,Late Stage,India,500,Product Manager,Product,Intern,Funding issues,Medium,Synthetic Practice Data
TCS,Bengaluru,Karnataka,IT Services,189,0.117,2022-05-05,Post-IPO,India,0,Data Scientist,Data Science,Contract,Cost cutting,Large,Synthetic Practice Data
Infosys,Chennai,Tamil Nadu,IT Services,1119,0.028,2023-07-26,Post-IPO,India,0,Business Analyst,Business,Part-time,Economic slowdown,Small,Synthetic Practice Data
HCLTech,Chennai,Tamil Nadu,IT Services,673,0.135,2026-04-12,Post-IPO,India,0,Finance Analyst,Finance,Full-time,Automation,Small,Synthetic Practice Data
HCLTech,Hyderabad,Telangana,IT Services,468,0.057,2025-05-30,Post-IPO,India,0,Operations Executive,Operations,Intern,Business shutdown,Small,Synthetic Practice Data
PharmEasy,Mumbai,Maharashtra,HealthTech,26,0.191,2024-01-31,Late Stage,India,1200,Marketing Executive,Marketing,Intern,Funding issues,Startup,Synthetic Practice Data
Paytm,Mumbai,Maharashtra,FinTech,673,0.073,2026-05-22,Post-IPO,India,5000,DevOps Engineer,Engineering,Part-time,Funding issues,Large,Synthetic Practice Data
Zomato,Mumbai,Maharashtra,Food Delivery,949,0.051,2022-03-25,Post-IPO,India,2500,Operations Executive,Operations ,Contract,Restructuring,Large,Synthetic Practice Data
Udaan,Bengaluru,Karnataka,E-commerce,445,0.134,2022-10-17,Late Stage,India,1200,Project Manager,Project Management,Contract,Merger and acquisition,Large,Synthetic Practice Data
Razorpay,Gurugram,Haryana,FinTech,371,0.076,2021-09-05,Late Stage,India,800,Product Manager,Product,Contract,Cost cutting,Medium,Synthetic Practice Data
Unacademy,Jaipur,Rajasthan,EdTech,97,0.178,2021-10-10,Late Stage,India,800,Sales Executive,Sales,Part-time,Economic slowdown,Small,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,140,0.135,2021-12-23,Late Stage,India,1000,UI/UX Designer,Design,Full-time,Business shutdown,Enterprise,Synthetic Practice Data
PharmEasy,Bengaluru,Karnataka,HealthTech,345,0.134,2025-04-26,Late Stage,India,1200,senior software engineer,Engineering,Full-time,Business shutdown,Large,Synthetic Practice Data
HCLTech,Bengaluru,Karnataka,IT Services,224,0.134,2022-09-28,Post-IPO,India,0,Data Scientist,Data Science,Contract,Strategic restructuring,Medium,Synthetic Practice Data
Udaan,Gurugram,Haryana,E-commerce,310,0.17,2025-07-01,Late Stage,India,1200,Sales Executive,Sales,Part-time,Market conditions,Small,Synthetic Practice Data
PharmEasy,Mumbai,Maharashtra,HealthTech,517,0.03,2021-10-23,Late Stage,India,1200,UI/UX Designer,Design,Full-time,Business shutdown,Small,Synthetic Practice Data
HCLTech,Bengaluru,Karnataka,IT Services,1136,0.032,2026-04-09,Post-IPO,India,0,Operations Executive,Operations,Full-time,Economic slowdown,Small,Synthetic Practice Data
Ather Energy,Chennai,Tamil Nadu,Automotive,119,0.111,2026-03-02,Late Stage,India,500,Data Analyst,Analytics,Contract,Funding issues,Small,Synthetic Practice Data
TCS,Mumbai,Maharashtra,IT Services,665,0.079,2024-01-31,Post-IPO,India,0,Finance Analyst,Finance,Part-time,Automation,Small,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,470,0.11,2023-03-03,Late Stage,India,1000,Project Manager,Project Management,Full-time,Business shutdown,Small,Synthetic Practice Data
Ather Energy,Pune,Maharashtra,Automotive,564,0.103,2024-04-20,Late Stage,India,500,Business Analyst,Business,Intern,Market conditions,Large,Synthetic Practice Data
PhonePe,Bengaluru,Karnataka,FinTech,287,0.234,2026-02-24,Late Stage,India,2200,Marketing Executive,Marketing,Intern,Merger and acquisition,Medium,Synthetic Practice Data
ShareChat,New Delhi,Delhi,Social Media,48,0.065,2021-08-24,Late Stage,India,1300,Senior Software Engineer,Engineering,Part-time,Business shutdown,Small,Synthetic Practice Data
Unacademy,New Delhi,Delhi,EdTech,338,0.174,2022-10-21,Late Stage,India,800,Customer Support Executive,Customer Support,Part-time,Funding issues,Large,Synthetic Practice Data
Swiggy,New Delhi,Delhi,Food Delivery,610,0.115,2023-07-28,Post-IPO,India,3600,Senior Software Engineer,Engineering,Intern,Funding issues,Medium,Synthetic Practice Data
Zomato,Gurugram,Haryana,Food Delivery,493,0.203,2025-03-11,Post-IPO,India,2500,Customer Support Executive,Customer Support,Part-time,Performance optimization,Large,Synthetic Practice Data
Udaan,Bengaluru,Karnataka,E-commerce,104,0.112,2022-12-31,Late Stage,India,1200,DevOps Engineer,Engineering,Intern,Performance optimization,Large,Synthetic Practice Data
Razorpay,Mumbai,Maharashtra,FinTech,189,0.131,2025-04-05,Late Stage,India,800,Data Scientist,Data Science,Intern,Cost cutting,Startup,Synthetic Practice Data
Lenskart,New Delhi,Delhi,Retail,54,0.049,2025-08-17,Late Stage,India,1500,Product Manager,Product,Intern,Merger and acquisition,Startup,Synthetic Practice Data
Curefit,Bengaluru,Karnataka,HealthTech,16,0.198,2026-07-08,Late Stage,India,700,Marketing Executive,Marketing,Part-time,Cost cutting,Startup,Synthetic Practice Data
Ola,Chennai,Tamil Nadu,Transportation,211,0.166,2024-01-30,Late Stage,India,3200,DevOps Engineer,Engineering,Part-time,Economic slowdown,Medium,Synthetic Practice Data
HCLTech,Bengaluru,Karnataka,IT Services,858,0.108,2023-12-23,Post-IPO,India,0,Business Analyst,Business,Contract,Business shutdown,Medium,Synthetic Practice Data
CRED,Mumbai,Maharashtra,FinTech,56,0.108,2025-10-07,Late Stage,India,1000,Senior Software Engineer,Engineering,Full-time,Market conditions,Startup,Synthetic Practice Data
PhonePe,Bengaluru,Karnataka,FinTech,279,0.121,2023-12-15,Late Stage,India,2200,Operations Executive,Operations,Full-time,Performance optimization,Medium,Synthetic Practice Data
Tech Mahindra,Kolkata,West Bengal,IT Services,839,0.051,2021-09-08,Post-IPO,India,0,Senior Software Engineer,Engineering,Intern,Cost cutting,Enterprise,Synthetic Practice Data
Policybazaar,Mumbai,Maharashtra,Financial Services,546,0.063,2024-06-06,Post-IPO,India,800,Data Analyst,Analytics,Contract,Automation,Medium,Synthetic Practice Data
Paytm,New Delhi,Delhi,FinTech,479,0.055,2022-05-05,Post-IPO,India,5000,HR Executive,Human Resources,Contract,Performance optimization,Medium,Synthetic Practice Data
Ola,Chennai,Tamil Nadu,Transportation,160,0.128,2024-11-05,Late Stage,India,3200,HR Executive,Human Resources,Contract,Business shutdown,Medium,Synthetic Practice Data
Paytm,Mumbai,Maharashtra,FinTech,646,0.024,2022-01-06,Post-IPO,India,5000,Product Manager,Product,Part-time,Market conditions,Medium,Synthetic Practice Data
Zomato,Mumbai,Maharashtra,Food Delivery,256,0.203,2022-06-04,Post-IPO,India,2500,Operations Executive,Operations,Full-time,Cost cutting,Small,Synthetic Practice Data
Meesho,Bengaluru,Karnataka,E-commerce,660,0.037,2025-05-03,Late Stage,India,1200,Project Manager,Project Management,Part-time,Strategic restructuring,Small,Synthetic Practice Data
Policybazaar,Gurugram,Haryana,Financial Services,974,0.038,2026-08-02,Post-IPO,India,800,DevOps Engineer,Engineering,Intern,Automation,Enterprise,Synthetic Practice Data
Zomato,Bengaluru,Karnataka,Food Delivery,1067,0.078,2022-07-17,Post-IPO,India,2500,HR Executive,Human Resources,Intern,Automation,Medium,Synthetic Practice Data
Ather Energy,Pune,Maharashtra,Automotive,173,0.061,2022-08-22,Late Stage,India,500,Data Analyst,Analytics,Intern,Automation,Medium,Synthetic Practice Data
PhonePe,Bengaluru,Karnataka,FinTech,379,0.116,2024-12-29,Late Stage,India,2200,Senior Software Engineer,Engineering,Part-time,Cost cutting,Medium,Synthetic Practice Data
Policybazaar,Gurugram,Haryana,Financial Services,1039,0.01,2022-04-15,Post-IPO,India,800,Customer Support Executive,Customer Support,Part-time,Market conditions,Enterprise,Synthetic Practice Data
Wipro,Kolkata,West Bengal,IT Services,1146,0.086,2024-05-13,Post-IPO,India,0,Sales Executive,Sales,Full-time,Economic slowdown,Small,Synthetic Practice Data
Swiggy,Bengaluru,Karnataka,Food Delivery,452,0.21,2024-02-15,Post-IPO,India,3600,Operations Executive,Operations,Contract,Automation,Small,Synthetic Practice Data
Ather Energy,Chennai,Tamil Nadu,Automotive,225,0.19,2024-03-30,Late Stage,India,500,Customer Support Executive,Customer Support,Contract,Strategic restructuring,Enterprise,Synthetic Practice Data
Paytm,Noida,Uttar Pradesh,FinTech,331,0.131,2022-12-31,Post-IPO,India,5000,Senior Software Engineer,Engineering,Full-time,Economic slowdown,Startup,Synthetic Practice Data
Tech Mahindra,Bengaluru,Karnataka,IT Services,1063,0.041,2025-03-01,Post-IPO,India,0,Senior Software Engineer,Engineering,Full-time,Cost cutting,Large,Synthetic Practice Data
ShareChat,Mumbai,Maharashtra,Social Media,512,0.015,2021-08-19,Late Stage,India,1300,HR Executive,,Contract,Performance optimization,Enterprise,Synthetic Practice Data
Moglix,Bengaluru,Karnataka,E-commerce,264,0.065,2026-02-17,Late Stage,India,650,Data Analyst,Analytics,Full-time,Business shutdown,Small,Synthetic Practice Data
Dream11,Bengaluru,Karnataka,Gaming,268,0.07,2024-05-22,Late Stage,India,1000,Sales Executive,Sales,Intern,Merger and acquisition,Enterprise,Synthetic Practice Data
Paytm,Mumbai,Maharashtra,FinTech,604,0.073,2025-12-30,Post-IPO,India,5000,Marketing Executive,Marketing,Full-time,Strategic restructuring,Enterprise,Synthetic Practice Data
Policybazaar,New Delhi,Delhi,Financial Services,357,0.16,2025-11-14,Post-IPO,India,800,Software Engineer,Engineering,Intern,Economic slowdown,Startup,Synthetic Practice Data
PhonePe,Bengaluru,Karnataka,FinTech,245,0.171,2023-04-07,Late Stage,India,2200,Recruiter,Human Resources,Part-time,Business shutdown,Small,Synthetic Practice Data
Ola,New Delhi,Delhi,Transportation,420,0.162,2023-06-16,Late Stage,India,3200,Data Analyst,Analytics,Contract,Market conditions,Small,Synthetic Practice Data
Myntra,Gurugram,Haryana,E-commerce,291,0.176,2026-08-23,Late Stage,India,500,Product Manager,Product,Part-time,Business shutdown,Large,Synthetic Practice Data
Udaan,Bengaluru,Karnataka,E-commerce,204,0.212,2022-06-02,Late Stage,India,1200,QA Engineer,Quality Assurance,Contract,Performance optimization,Enterprise,Synthetic Practice Data
ShareChat,Bengaluru,Karnataka,Social Media,604,0.11,2023-06-18,Late Stage,India,1300,Marketing Executive,Marketing,Full-time,Restructuring,Small,Synthetic Practice Data
Swiggy,Mumbai,Maharashtra,Food Delivery,1171,0.118,2023-12-08,Post-IPO,India,3600,Customer Support Executive,Customer Support,Full-time,Funding issues,Large,Synthetic Practice Data
Razorpay,Mumbai,Maharashtra,FinTech,344,0.098,2025-04-02,Late Stage,India,800,Business Analyst,Business,Intern,Business shutdown,Large,Synthetic Practice Data
Unacademy,Bengaluru,Karnataka,EdTech,380,0.161,2026-05-18,Late Stage,India,800,Customer Support Executive,Customer Support,Full-time,Performance optimization,Enterprise,Synthetic Practice Data
Myntra,Bengaluru,Karnataka,E-commerce,483,0.174,2024-11-30,Late Stage,India,500,Product Manager,Product,Intern,,Large,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,174,0.062,2023-11-02,Late Stage,India,1000,UI/UX Designer,Design,Contract,Performance optimization,Startup,Synthetic Practice Data
Meesho,Bengaluru,Karnataka,E-commerce,10,0.073,2023-04-06,Late Stage,India,1200,UI/UX Designer,Design,Intern,Economic slowdown,Medium,Synthetic Practice Data
Razorpay,Gurugram,Haryana,FinTech,186,0.205,2024-02-05,Late Stage,India,800,Data Analyst,Analytics,intern,Funding issues,Medium,Synthetic Practice Data
HCLTech,Noida,Uttar Pradesh,IT Services,317,0.238,,Post-IPO,India,0,Marketing Executive,Marketing,Intern,Economic slowdown,Startup,Synthetic Practice Data
CRED,Bengaluru,Karnataka,FinTech,90,0.044,2024-03-15,Late Stage,India,1000,Project Manager,Project Management,Contract,Funding issues,Startup,Synthetic Practice Data
Ola,Bengaluru,Karnataka,Transportation,551,0.04,2023-02-24,Late Stage,India,3200,QA Engineer,Quality Assurance,Full-time,Business shutdown,Small,Synthetic Practice Data
Accenture India,Mumbai,Maharashtra,IT Services,165,0.048,2022-06-12,Private,India,0,Software Engineer,Engineering,Intern,Strategic restructuring,Small,Synthetic Practice Data
Flipkart,Kolkata,West Bengal,E-commerce,456,0.214,2023-02-21,Late Stage,India,8700,Data Analyst,Analytics,Contract,Restructuring,Medium,Synthetic Practice Data
Tech Mahindra,Pune,Maharashtra,IT Services,899,0.054,2022-07-27,Post-IPO,India,0,Marketing Executive,Marketing,Part-time,Performance optimization,Medium,Synthetic Practice Data
Flipkart,Gurugram,Haryana,E-commerce,648,0.121,2021-02-08,Late Stage,India,8700,UI/UX Designer,Design,Contract,Economic slowdown,Startup,Synthetic Practice Data
Accenture India,Hyderabad,Telangana,IT Services,176,0.024,2026-01-13,Private,India,0,Finance Analyst,Finance,Full-time,Market conditions,Enterprise,Synthetic Practice Data
BYJU'S,Bengaluru,Karnataka,EdTech,286,0.211,2022-03-15,Late Stage,India,5500,DevOps Engineer,Engineering,Full-time,Funding issues ,Enterprise,Synthetic Practice Data
OYO,Mumbai,Maharashtra,Travel,181,0.126,2026-01-10,Post-IPO,India,4300,Marketing Executive,Marketing,Contract,Restructuring,Large,Synthetic Practice Data
Ola,Chennai,Tamil Nadu,Transportation,382,0.243,2023-04-07,Late Stage,India,3200,Data Scientist,Data Science,Part-time,Automation,Startup,Synthetic Practice Data
CRED,Gurugram,Haryana,FinTech,461,0.038,2025-01-06,Late Stage,India,1000,Data Scientist,Data Science,Intern,Economic slowdown,Enterprise,Synthetic Practice Data
Razorpay,Bengaluru,Karnataka,FinTech,327,0.119,2026-04-29,Late Stage,India,800,Data Analyst,Analytics,Contract,Economic slowdown,Enterprise,Synthetic Practice Data
OYO,Bengaluru,Karnataka,Travel,498,0.194,2023-08-07,Post-IPO,India,4300,Finance Analyst,,Intern,Merger and acquisition,Small,Synthetic Practice Data
Udaan,Gurugram,Haryana,E-commerce,134,0.247,2022-07-23,Late Stage,India,1200,UI/UX Designer,Design,Contract,Performance optimization,Large,Synthetic Practice Data
Infosys,Hyderabad,Telangana,IT Services,655,0.075,2021-06-04,Post-IPO,India,0,UI/UX Designer,Design,Full-time,Cost cutting,Medium,Synthetic Practice Data
Curefit,Mumbai,Maharashtra,HealthTech,451,0.105,2023-08-20,Late Stage,India,700,Sales Executive,Sales,Part-time,Funding issues,Enterprise,Synthetic Practice Data
BYJU'S,Bengaluru,Karnataka,EdTech,346,0.166,2024-11-28,Late Stage,India,5500,Sales Executive,Sales,Intern,Merger and acquisition,Small,Synthetic Practice Data
Razorpay,Mumbai,Maharashtra,FinTech,542,0.057,2023-01-07,Late Stage,India,800,Product Manager,Product,Contract,Funding issues,Enterprise,Synthetic Practice Data
Paytm,New Delhi,Delhi,FinTech,371,0.216,2022-10-06,Post-IPO,India,5000,Business Analyst,Business,Intern,Funding issues,Enterprise,Synthetic Practice Data
HCLTech,Chennai,Tamil Nadu,IT Services,1112,0.043,2021-06-10,Post-IPO,India,0,Product Manager,Product,Full-time,Economic slowdown,Medium,Synthetic Practice Data
Meesho,Bengaluru,Karnataka,E-commerce,237,0.16,2025-04-12,Late Stage,India,1200,Senior Software Engineer,Engineering,Contract,Merger and acquisition,Medium,Synthetic Practice Data
Moglix,Mumbai,Maharashtra,E-commerce,348,0.073,2025-07-26,Late Stage,India,650,HR Executive,Human Resources,Part-time,Economic slowdown,Enterprise,Synthetic Practice Data
Ola,Mumbai,Maharashtra,Transportation,675,0.044,2022-07-22,Late Stage,India,3200,Recruiter,Human Resources,Part-time,Merger and acquisition,Startup,Synthetic Practice Data
PharmEasy,Mumbai,Maharashtra,HealthTech,18,0.067,2025-03-24,Late Stage,India,1200,Customer Support Executive,Customer Support,Part-time,Economic slowdown,Large,Synthetic Practice Data
Dream11,Mumbai,Maharashtra,Gaming,301,0.056,2024-05-24,Late Stage,India,1000,Product Manager,Product,Part-time,Strategic restructuring,Enterprise,Synthetic Practice Data
Tech Mahindra,Bengaluru,Karnataka,IT Services,274,0.17,2024-03-24,Post-IPO,India,0,HR Executive,Human Resources,Intern,Market conditions,Small,Synthetic Practice Data
Ather Energy,Bengaluru,Karnataka,Automotive,312,0.179,2024-09-16,Late Stage,India,500,Project Manager,Project Management,Part-time,Automation,Medium,Synthetic Practice Data
Tech Mahindra,Bengaluru,Karnataka,IT Services,780,0.083,2023-10-27,Post-IPO,India,0,UI/UX designer,Design,Contract,Automation,Large,Synthetic Practice Data
BYJU'S,Gurugram,Haryana,EdTech,387,0.246,2022-12-18,Late Stage,India,5500,Sales Executive,Sales,Contract,Business shutdown,Small,Synthetic Practice Data
Dream11,Bengaluru,Karnataka ,Gaming,655,0.065,2025-01-02,Late Stage,India,1000,Finance Analyst,Finance,Intern,Merger and acquisition,Large,Synthetic Practice Data
Infosys,Hyderabad,Telangana,IT Services,1099,0.137,2022-04-06,Post-IPO,India,0,Product Manager,Product,Intern,Performance optimization,Large,Synthetic Practice Data
Paytm,Noida,Uttar Pradesh,FinTech,398,0.246,2026-05-10,Post-IPO,India,5000,Marketing Executive,Marketing,Full-time,Funding issues,Small,Synthetic Practice Data
Ather Energy,Bengaluru,Karnataka,Automotive,275,0.237,2022-10-02,Late Stage,India,500,Business Analyst,Business,Full-time,Cost cutting,Small,Synthetic Practice Data
 Razorpay,Bengaluru,Karnataka,FinTech,276,0.156,2025-04-16,Late Stage,India,800,Marketing Executive,Marketing,Part-time,Performance optimization,Small,Synthetic Practice Data
Ather Energy,Chennai,Tamil Nadu,Automotive,436,0.234,2022-05-09,Late Stage,India,500,Sales Executive,Sales,Intern,Performance optimization,Enterprise,Synthetic Practice Data
